cell_id,cell_row,cell_col,lon,lat,valid_pixels,urbanization_component,vegetation_component,water_component,stress_score,stress_score_pca,stress_category,evidence_strength,supporting_evidence_count,evidence_interpretation
C_015_072,15,72,78.850567,13.642849,9711,0.0151,0.1041,0.0121,0.0438,0.055,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_015_073,15,73,78.85955,13.642849,10000,0.0875,0.4904,0.1185,0.2322,0.2722,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_015_074,15,74,78.868534,13.642849,10000,0.1285,0.2466,0.2102,0.1951,0.1892,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_015_075,15,75,78.877517,13.642849,9879,0.1087,0.1602,0.0699,0.1129,0.1284,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_015_088,15,88,78.994298,13.642849,6295,0.0507,0.1049,0.1623,0.106,0.0852,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_015_089,15,89,79.003281,13.642849,10000,0.0306,0.2089,0.1172,0.1189,0.1189,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_015_090,15,90,79.012264,13.642849,10000,0.138,0.3906,0.2007,0.2431,0.2576,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_015_091,15,91,79.021247,13.642849,10000,0.3478,0.3892,0.3209,0.3526,0.364,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_015_092,15,92,79.03023,13.642849,10000,0.069,0.3001,0.2712,0.2134,0.1915,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_015_093,15,93,79.039214,13.642849,10000,0.1929,0.2077,0.1202,0.1736,0.193,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_015_094,15,94,79.048197,13.642849,10000,0.2405,0.361,0.3655,0.3223,0.3061,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_016_071,16,71,78.841584,13.633866,9770,0.091,0.1546,0.0644,0.1033,0.1173,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_016_072,16,72,78.850567,13.633866,10000,0.0996,0.2151,0.1618,0.1588,0.1573,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_016_073,16,73,78.85955,13.633866,10000,0.1623,0.3258,0.185,0.2244,0.2381,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_016_074,16,74,78.868534,13.633866,10000,0.164,0.2717,0.3206,0.2521,0.2267,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_016_075,16,75,78.877517,13.633866,10000,0.1428,0.1628,0.0989,0.1348,0.1479,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_016_088,16,88,78.994298,13.633866,5485,0.1741,0.3474,0.3158,0.2791,0.2651,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_016_089,16,89,79.003281,13.633866,10000,0.0934,0.4437,0.1624,0.2332,0.2577,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_016_090,16,90,79.012264,13.633866,10000,0.1518,0.2964,0.1896,0.2126,0.2204,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_016_091,16,91,79.021247,13.633866,10000,0.093,0.3122,0.132,0.1791,0.1955,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_016_092,16,92,79.03023,13.633866,10000,0.0838,0.2369,0.2364,0.1857,0.1666,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_016_093,16,93,79.039214,13.633866,10000,0.2147,0.3719,0.2466,0.2777,0.2885,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_016_094,16,94,79.048197,13.633866,9989,0.2309,0.5367,0.2492,0.3389,0.3706,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_017_070,17,70,78.832601,13.624883,9979,0.1049,0.2436,0.0633,0.1373,0.1637,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_017_071,17,71,78.841584,13.624883,10000,0.2059,0.4192,0.1366,0.2539,0.2959,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_017_072,17,72,78.850567,13.624883,10000,0.165,0.3118,0.184,0.2203,0.233,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_017_073,17,73,78.85955,13.624883,10000,0.2517,0.4153,0.2643,0.3104,0.3267,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_017_074,17,74,78.868534,13.624883,10000,0.0729,0.1556,0.1542,0.1276,0.1176,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_017_075,17,75,78.877517,13.624883,9314,0.1065,0.2218,0.0091,0.1125,0.1498,Q1: Lower Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_017_086,17,86,78.976331,13.624883,9047,0.1746,0.2261,0.2147,0.2051,0.2014,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_017_087,17,87,78.985315,13.624883,10000,0.3183,0.2694,0.2476,0.2784,0.2898,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_017_088,17,88,78.994298,13.624883,10000,0.1147,0.2202,0.2541,0.1963,0.1748,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_017_089,17,89,79.003281,13.624883,10000,0.1466,0.192,0.3841,0.2409,0.1885,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_017_090,17,90,79.012264,13.624883,10000,0.0666,0.1784,0.0989,0.1147,0.12,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_017_091,17,91,79.021247,13.624883,10000,0.0227,0.1815,0.0773,0.0938,0.0993,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_017_092,17,92,79.03023,13.624883,10000,0.0338,0.2184,0.0301,0.0941,0.1168,Q1: Lower Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_017_093,17,93,79.039214,13.624883,10000,0.1367,0.2157,0.1519,0.1681,0.1737,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_017_094,17,94,79.048197,13.624883,8952,0.1055,0.3384,0.2199,0.2213,0.2209,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_018_069,18,69,78.823618,13.6159,9717,0.0386,0.086,0.0576,0.0607,0.0617,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_018_070,18,70,78.832601,13.6159,10000,0.0713,0.091,0.0734,0.0785,0.0803,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_018_071,18,71,78.841584,13.6159,10000,0.1572,0.2964,0.0432,0.1656,0.2097,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_018_072,18,72,78.850567,13.6159,10000,0.2381,0.3873,0.073,0.2328,0.2906,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_018_073,18,73,78.85955,13.6159,10000,0.1583,0.2048,0.2446,0.2026,0.187,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_018_074,18,74,78.868534,13.6159,10000,0.1086,0.1198,0.0124,0.0803,0.105,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_018_086,18,86,78.976331,13.6159,9064,0.1761,0.2159,0.2016,0.1979,0.1964,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_018_087,18,87,78.985315,13.6159,10000,0.0539,0.2091,0.1998,0.1543,0.1371,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_018_088,18,88,78.994298,13.6159,10000,0.0612,0.0897,0.0278,0.0596,0.0711,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_018_089,18,89,79.003281,13.6159,10000,0.2039,0.1801,0.0802,0.1547,0.182,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated built-up spectral change without confirmed vegetation or moisture drop.
C_018_090,18,90,79.012264,13.6159,10000,0.0861,0.2371,0.0639,0.129,0.1523,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_018_091,18,91,79.021247,13.6159,10000,0.0642,0.1558,0.1768,0.1323,0.1157,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_018_092,18,92,79.03023,13.6159,10000,0.0572,0.3927,0.1012,0.1837,0.2126,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_018_093,18,93,79.039214,13.6159,10000,0.0184,0.0617,0.0933,0.0578,0.0447,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_018_094,18,94,79.048197,13.6159,8727,0.1272,0.2113,0.1006,0.1464,0.1627,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_019_066,19,66,78.796668,13.606916,5326,0.179,0.2852,0.3929,0.2857,0.2462,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_019_067,19,67,78.805652,13.606916,9988,0.083,0.2044,0.5177,0.2684,0.1769,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_019_068,19,68,78.814635,13.606916,10000,0.1169,0.1558,0.3101,0.1943,0.1518,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_019_069,19,69,78.823618,13.606916,10000,0.0629,0.1745,0.2456,0.161,0.1297,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_019_070,19,70,78.832601,13.606916,10000,0.1098,0.2834,0.1886,0.1939,0.1952,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_019_071,19,71,78.841584,13.606916,10000,0.1863,0.3851,0.1857,0.2523,0.2759,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_019_072,19,72,78.850567,13.606916,10000,0.2363,0.3246,0.3854,0.3154,0.2895,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_019_073,19,73,78.85955,13.606916,10000,0.2607,0.3346,0.2345,0.2766,0.2917,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_019_074,19,74,78.868534,13.606916,9317,0.0255,0.173,0.1863,0.1282,0.1065,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_019_086,19,86,78.976331,13.606916,8769,0.1111,0.222,0.1539,0.1623,0.165,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_019_087,19,87,78.985315,13.606916,10000,0.0392,0.1653,0.0576,0.0874,0.0978,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_019_088,19,88,78.994298,13.606916,10000,0.0581,0.2334,0.0642,0.1185,0.1378,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_019_089,19,89,79.003281,13.606916,10000,0.1328,0.2328,0.2184,0.1947,0.1856,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_019_090,19,90,79.012264,13.606916,10000,0.0801,0.3073,0.1742,0.1872,0.1911,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_019_091,19,91,79.021247,13.606916,10000,0.122,0.3396,0.2387,0.2334,0.2307,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_019_092,19,92,79.03023,13.606916,10000,0.2578,0.4783,0.0662,0.2674,0.3401,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_019_093,19,93,79.039214,13.606916,10000,0.0503,0.1823,0.2227,0.1518,0.1254,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_019_094,19,94,79.048197,13.606916,10000,0.1983,0.2616,0.1945,0.2181,0.2265,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_019_095,19,95,79.05718,13.606916,10000,0.0982,0.1239,0.1578,0.1266,0.1151,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_019_096,19,96,79.066163,13.606916,9774,0.0601,0.1539,0.319,0.1777,0.1257,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_019_097,19,97,79.075146,13.606916,9356,0.0239,0.1854,0.1071,0.1055,0.1043,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_019_098,19,98,79.084129,13.606916,10000,0.0275,0.0838,0.113,0.0748,0.0606,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_019_099,19,99,79.093112,13.606916,9900,0.0407,0.1969,0.1158,0.1178,0.118,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_019_100,19,100,79.102096,13.606916,8598,0.0509,0.3318,0.1135,0.1654,0.1833,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_019_101,19,101,79.111079,13.606916,6831,0.1113,0.138,0.0901,0.1131,0.1214,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_019_102,19,102,79.120062,13.606916,5746,0.4656,0.7529,0.0131,0.4105,0.5545,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_019_103,19,103,79.129045,13.606916,5077,0.1836,0.3109,0.0361,0.1769,0.2278,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
